PRICE,BEDROOMS,FLOOR_AREA,BUILD_YEAR
610000,4,239,1997
730000,5,310,2014
1825000,5,305,1925
430000,4,147,2003
718000,5,204,1990
173000,5,226,1989
315000,3,106,1975
728000,4,171,1981
250000,4,143,1973
532000,3,199,1970
299000,3,103,1964
655000,4,182,1985
315000,3,116,1995
293000,4,140,1979
620000,5,235,1975
450000,3,166,2004
335000,4,135,1991
750000,4,182,1998
330000,4,217,2014
775000,4,200,1977
545000,4,207,1994
1501000,4,237,1999
550000,5,173,1984
665000,4,235,2010
592000,5,214,1984
480000,4,240,2007
420000,3,120,2009
312500,3,121,2010
410000,4,133,1999
650000,3,144,1981
505000,4,207,1975
449000,3,104,1963
675000,4,170,1973
95460,5,266,2005
435000,3,100,1989
510000,4,190,2006
1250000,4,392,2007
540000,4,220,2007
485000,4,141,1992
500000,4,175,2002
735000,4,210,2008
470000,3,93,1976
635000,2,109,1958
260000,3,96,1984
555000,4,163,2006
564000,5,259,2004
715000,4,120,1966
390000,4,227,2003
335000,4,178,2013
715000,3,225,1985
417000,3,103,1969
435000,5,220,2003
815000,4,251,1974
430000,4,233,2011
520000,4,227,2004
400000,4,131,1994
330000,3,86,1993
440000,4,164,1993
288000,3,137,1967
990000,3,251,1999
643000,4,260,2008
540000,3,172,2016
486000,3,168,1990
730000,4,214,2011
95000,3,201,1973
128000,3,85,1990
484000,3,136,1965
599000,4,229,2008
458000,5,221,1981
295000,3,128,1974
220000,3,100,1980
597000,4,210,1995
810000,5,463,2000
520000,4,226,2004
720000,4,262,2014
190000,3,157,2013
600000,4,237,2006
460000,7,221,1998
305000,3,111,1972
415000,3,115,1989
1220000,3,193,2002
785000,3,115,1900
472000,4,103,1988
560000,3,172,1999
540000,4,249,2012
650000,3,151,1998
299000,4,139,1997
895000,4,203,2000
2400000,5,387,1997
420000,5,246,1971
880000,5,303,1998
322000,4,125,1995
285000,3,82,1965
990000,3,142,1930
430000,3,98,1956
670000,4,249,2011
400000,3,150,2006
430000,4,131,1970
390000,4,140,1993
630000,3,165,2006
525000,4,95,1984
400000,4,165,2002
327000,3,131,1974
225000,3,220,1945
585000,3,245,1990
505000,3,136,2004
750000,4,181,1993
577000,3,115,1950
587500,4,198,2006
418000,4,155,2009
375000,3,85,1977
650000,4,220,2007
605000,4,208,2008
355000,4,237,1996
395000,4,145,1986
1635000,5,438,1967
880000,5,271,2007
1100000,4,240,1998
650000,3,118,2016
360000,3,107,1980
1900000,4,225,1935
875000,2,110,1924
529000,4,227,1986
345000,4,159,1995
535000,3,140,1969
363000,3,150,2013
288000,3,112,2010
750000,4,201,2007
337500,3,122,1985
433000,4,132,2005
665000,4,284,1990
380000,3,130,2013
415000,4,134,1995
1250000,4,229,1974
880000,3,216,1980
398000,3,146,1990
285000,4,119,1995
470000,3,184,1989
582000,4,185,2013
872000,6,426,2011
795000,4,139,1988
342500,4,119,1974
400000,3,112,1963
200000,3,120,1970
475000,4,245,2010
580000,4,250,1995
267000,5,143,1995
500000,3,91,1987
975000,4,141,1970
110000,3,139,1980
450000,4,146,2002
282500,4,147,2005
615000,4,306,1991
580000,4,231,2006
355000,4,144,1996
420000,3,99,1978
345000,4,164,1992
345000,3,130,1993
530000,4,206,1986
1200000,4,265,2009
481000,4,173,1996
450000,4,172,2003
455000,3,113,2015
775000,3,184,2000
370000,5,161,2014
975000,3,207,2014
1427000,2,90,1942
715000,4,234,2010
545000,4,301,1999
400000,3,108,1987
419000,4,236,2007
485000,3,144,1985
540000,3,210,2004
870000,4,184,1989
525000,4,197,2006
510000,5,320,2003
360000,3,93,1960
692000,4,238,2007
780000,3,140,1978
520000,4,167,2010
330000,5,145,1998
1120000,5,341,1994
1450000,4,236,1940
395000,3,115,1988
1100000,3,138,1972
489000,4,162,1974
455000,3,124,1970
599000,4,222,2005
540000,4,188,1992
1950000,4,384,2010
430000,4,107,1997
1140000,4,194,1975
678000,4,190,1986
360000,3,119,1991
605000,4,208,2002
309000,3,122,1946
452500,4,171,2001
1450000,3,119,1965
337500,3,142,1990
970000,4,258,2002
522000,4,220,2008
492000,3,140,1974
460000,4,231,2008
558000,3,146,1986
180000,3,115,1992
749000,5,200,1988
320000,4,506,2007
590000,4,187,1985
340000,4,120,1994
220000,3,160,1975
630000,4,229,2007
455555,4,202,2007
600000,4,214,2007
381500,4,162,2006
560000,4,148,1999
1000000,3,99,1982
335000,3,149,2014
735000,4,166,1979
429500,4,145,2003
550000,3,118,1974
1200000,5,288,2003
542000,4,217,2001
450000,4,104,1977
500000,3,130,1998
580000,4,211,2006
560000,5,330,1985
1055000,4,252,2011
885000,4,280,2002
565000,4,274,1998
555000,4,162,2008
345000,4,131,1997
385000,3,101,1974
645000,4,202,1994
557500,3,88,1961
555000,3,160,1990
486000,4,171,2011
450000,2,118,1930
575000,4,130,1977
1500000,3,290,1964
429000,4,155,1982
425000,3,109,1965
309000,4,155,1996
590000,4,182,1972
920000,3,265,2008
397000,4,111,2003
270000,4,214,1990
1095000,4,135,1967
822000,4,234,1990
114000,4,253,2003
710000,4,223,1978
410000,4,191,1984
470000,4,183,2005
700000,4,217,2000
642000,4,223,2011
605000,4,247,2003
250000,3,95,1970
1675000,5,210,1995
455000,4,223,2007
910000,4,255,2013
850000,5,225,1990
1200000,6,328,1990
450000,4,216,2004
555468,3,121,1987
510000,2,115,1920
190000,3,263,1970
445000,4,164,1991
750000,3,99,1940
320000,3,93,1959
565000,4,185,1978
645000,4,230,2003
1500000,4,325,1974
490000,4,191,2006
375000,4,139,2009
782000,4,214,1990
1900000,3,455,2016
420000,3,152,2000
726500,2,140,1967
585000,4,181,1980
195250,3,104,1993
750000,3,260,2003
300000,3,110,2009
769000,3,187,1991
1000000,4,290,1996
500000,3,144,1994
670000,4,230,2003
925000,5,334,1996
585000,4,185,1982
574500,4,252,2007
760000,4,206,2006
260000,2,109,2009
297492,2,92,1958
680000,4,263,2000
550000,3,180,1998
290000,4,99,1970
380000,5,226,2003
335000,4,155,1986
905000,3,180,1957
580000,4,205,2000
485000,4,220,2006
370000,3,144,2007
550000,3,149,1981
180000,3,161,2014
97500,4,220,2000
465000,4,198,1995
440000,4,130,1976
1430000,4,286,2007
440000,3,86,1970
390000,4,188,2014
480000,3,91,1976
845000,3,130,1950
490000,4,158,1999
380000,3,120,1986
464000,4,131,1977
1101000,4,207,1945
395000,3,129,2000
615000,4,237,2007
523000,4,198,2001
499000,3,95,1977
285000,4,126,1979
1477800,4,340,2015
306000,3,109,2013
600000,4,245,2004
320000,4,140,2002
615000,3,152,2006
1350000,5,284,2002
500000,4,171,2015
350000,3,155,1989
210000,4,147,1990
315000,3,55,2003
345000,4,185,1999
575000,3,110,1963
349700,4,129,1995
590000,4,209,1998
400000,4,213,2001
518500,5,210,1994
405000,3,107,1950
1575000,4,380,1935
469000,4,211,2007
700000,4,232,2013
1425000,5,277,1900
669000,4,236,1987
375000,4,172,2013
535000,4,167,2012
250000,5,201,1998
495000,4,161,2005
542500,4,194,2010
260000,3,115,2012
1115000,4,191,1972
290000,3,133,2015
459000,4,165,1995
525000,4,147,2004
480000,4,184,1995
820000,6,396,1989
800000,4,230,2005
690000,4,230,1994
433000,4,190,2005
650500,4,220,1989
415000,4,112,1999
810000,3,109,1927
399000,4,173,2009
650000,5,232,2014
1545000,2,144,1935
990000,5,276,2001
750000,3,115,1962
1500000,5,309,2001
552500,3,115,1952
425000,4,142,1998
320000,3,150,1977
365000,3,125,2015
360000,3,90,1997
1080000,4,147,1969
1050000,2,209,1950
425000,4,155,2011
442500,3,227,2010
395000,3,120,1986
210000,3,100,1970
410000,4,229,2011
360000,3,100,1987
582000,4,207,2009
290000,3,154,1970
480000,4,142,1986
1200000,4,288,1964
380000,4,169,2006
360000,3,114,2014
380000,4,120,2005
555000,3,130,1982
1100000,4,221,1930
482000,3,98,1980
1425000,4,258,1981
402500,3,186,2007
1250000,4,253,2005
600000,4,174,1990
650000,4,214,1972
1350000,4,238,1968
750000,4,148,1985
580000,4,219,2012
1294000,5,237,1971
485000,4,177,1990
425000,4,155,2006
960000,3,152,1968
1625000,3,216,2002
1450500,4,296,1975
1360000,4,289,1977
750000,4,233,2001
452000,5,192,2014
910000,4,371,2007
390000,4,220,1996
319000,4,155,2000
1065000,5,268,2010
530000,4,234,1990
1460000,4,336,2010
570000,5,323,2014
1715000,5,315,1964
905000,4,260,2007
577500,3,183,1998
545000,4,230,2006
295000,4,151,2015
867000,4,191,2013
290000,3,120,2008
735000,4,218,2008
150000,3,140,1974
570000,4,234,2015
180000,3,124,1973
610000,4,253,2000
355000,3,136,1995
1100000,3,95,1914
580000,4,169,1977
785000,4,155,1988
565000,3,230,2013
512000,4,155,2005
1100000,4,176,1940
577000,5,189,1999
456500,4,166,1987
990000,4,253,2003
1825000,6,370,1992
970000,5,250,1972
560000,4,214,2013
461000,4,147,2009
517000,4,197,2008
417000,3,112,1991
1550000,5,315,1920
527500,3,227,2000
920000,7,289,1970
427000,4,151,2001
480000,4,209,2002
630000,4,198,1999
400000,4,126,1978
749000,4,218,2001
350000,4,181,1993
410000,4,168,2007
370000,3,154,2005
735000,4,201,2008
890000,4,215,1985
595000,3,191,1999
1860000,5,368,1996
380000,3,130,1986
448000,3,155,2004
452500,2,125,1935
350000,4,157,2002
675000,4,215,2003
399000,4,232,2011
415000,3,88,1969
310000,4,156,2014
375000,3,137,1992
780000,4,246,2000
297000,4,103,1990
550000,3,235,2010
480000,4,216,2015
480000,3,189,2005
415000,4,145,2003
430000,3,127,1991
410000,3,92,2000
615000,5,285,2011
455000,4,174,2013
415000,4,136,2004
475000,3,147,1965
1250000,4,299,2010
831000,4,202,1976
460000,4,149,1994
1260000,4,210,1973
439000,4,150,1976
275000,3,141,1974
704000,4,167,1991
460000,3,179,1953
960000,3,210,1938
1000000,4,329,1970
590000,4,297,2005
360000,3,151,1967
900000,4,322,2002
1775000,5,299,1971
375000,3,226,2005
66000,3,110,2013
1450000,3,258,1972
550000,4,116,1987
350000,3,106,2003
475000,3,125,2006
258000,3,112,1973
586000,5,249,1983
800000,2,85,1900
455000,3,145,2008
1255000,4,282,2008
1570000,4,122,1945
480000,3,129,1965
520000,4,208,2005
500000,4,182,2006
455000,5,177,1966
540000,4,183,1995
565000,4,211,2008
749750,4,198,2004
450000,4,182,1992
670000,3,105,1972
315000,4,160,1991
573000,4,180,1990
1175000,4,295,2013
355000,4,178,2014
302500,3,105,1978
362000,3,99,1970
920000,4,241,2008
419000,3,128,2009
475000,3,100,2011
392500,4,193,1997
556000,4,169,1981
604000,4,241,1985
1045000,5,210,1932
265000,3,110,2014
695000,4,192,1970
489000,4,212,2001
468000,4,118,1978
1080000,4,171,1940
1300000,4,227,1988
539000,4,209,2004
722000,4,346,2008
952500,4,229,2003
2300000,4,154,1987
600000,3,110,1975
188500,3,120,1970
850000,4,210,1993
335000,3,149,2005
651000,4,148,1980
415000,4,139,1991
950000,6,461,2009
395000,4,137,1975
530000,4,217,2004
1050000,5,268,2001
680000,4,219,1980
400000,4,130,1990
125000,2,80,1950
470000,4,182,2006
710000,4,262,2005
492500,3,140,1950
1410000,4,307,2008
2157000,5,358,2009
561000,3,123,1976
445000,4,150,1975
200000,2,67,1976
380000,2,70,2010
370000,3,147,2009
440000,3,99,1992
327000,2,71,1982
228000,3,76,1986
443500,1,75,2000
220000,2,54,1972
505000,1,71,2008
300000,2,89,1971
305000,2,84,2008
349000,3,98,2006
311000,3,86,1992
1025000,3,240,2009
1095000,4,169,1925
1350000,4,281,2009
550000,4,107,1950
460000,3,110,1988
530000,5,213,2012
450000,4,145,2004
440000,3,99,1968
380000,3,165,1996
685000,3,161,1964
990000,4,250,1989
540000,2,163,2014
605000,4,233,1985
330000,3,156,1973
920000,3,171,1915
308000,4,150,2004
650000,5,226,2000
430000,3,143,2013
1850000,3,186,1965
550000,4,190,2008
1270000,3,224,2006
870000,4,194,2004
810000,3,228,2007
439000,3,116,1987
992000,4,192,1999
1765000,4,195,1924
565000,3,162,1962
1625000,4,285,1908
490000,4,250,2006
675000,3,180,2010
810000,2,187,1926
395000,4,183,2003
515000,3,154,1980
495000,4,228,2009
625000,3,284,2007
525000,3,125,1970
465000,5,190,1991
720000,5,283,1992
650000,4,177,2011
765000,3,140,2006
453500,3,160,2010
685000,4,212,2004
520000,3,131,1986
867000,3,145,1950
405000,3,131,2000
352000,3,100,1975
250000,3,104,2013
810000,4,254,2012
730000,4,206,1984
420000,5,228,1999
1650000,5,323,2007
490000,4,145,2000
607000,5,202,1989
715000,4,240,2013
851000,4,254,2008
480000,3,109,1987
670000,4,264,1999
1050000,2,120,1950
750000,3,123,1956
450000,4,167,1982
700000,3,149,1958
296000,4,125,1974
340000,3,115,1986
735000,5,385,2008
930000,4,221,2001
800000,4,194,1994
760000,3,110,1992
560000,4,178,2009
712000,3,163,2003
902000,5,330,2005
920000,4,305,2008
1080000,5,201,1920
270000,4,206,1981
1050000,4,213,1948
357000,4,130,2001
850000,6,265,1960
450000,6,85,1970
760000,4,159,1981
938000,3,135,1900
1442750,4,300,1920
805000,4,183,2004
500000,4,128,1987
178000,2,126,1955
160000,4,180,2000
580000,4,190,1948
690000,4,161,2000
655000,5,266,1978
845000,3,419,2000
1250000,4,210,1972
158000,4,317,2005
930000,2,170,1938
900000,4,237,2007
537000,4,186,2009
922000,4,181,1950
705000,3,125,1940
815000,3,204,2011
380000,3,173,1960
492500,4,138,1970
520000,4,230,2006
399000,4,146,1999
560000,4,232,1996
830000,4,297,2013
1200000,2,208,2006
377000,4,277,1996
960000,4,280,1989
472500,3,135,1955
390000,3,138,2012
570000,4,220,2011
700000,5,224,2003
735000,3,134,1928
950000,3,304,1958
470000,4,131,1952
435000,4,160,1973
870000,4,180,1960
885000,5,299,1998
1420000,4,312,1974
1860000,4,220,1935
905000,4,231,2002
500000,3,172,1962
920000,2,126,1920
405000,4,179,2014
1475000,3,344,1920
210000,4,168,1973
1095000,3,185,1977
1325000,3,268,2015
740000,4,178,1921
650000,3,127,1970
900000,4,254,1939
645000,2,123,1954
652000,3,123,1950
975000,4,343,1993
415000,4,139,2013
315000,3,97,1988
425000,3,139,2013
629000,4,168,1950
310000,2,195,1938
650000,6,191,2007
825000,3,157,1936
620000,4,211,2010
2105000,5,369,1990
542100,3,123,1998
570000,3,109,1968
460000,3,284,1996
685000,4,192,1982
1500000,9,371,1975
2080000,4,289,2001
478000,3,89,1986
387000,3,106,1992
900000,3,96,1988
165000,3,120,1962
400000,3,79,1971
645000,3,166,1997
525000,3,147,2002
550000,3,102,1996
470000,3,120,1992
245000,3,105,2004
590000,3,128,1999
385000,3,125,2001
945000,3,185,1994
450000,3,177,2009
1280000,4,182,1930
850000,4,214,2013
500000,3,105,2005
505000,3,102,2000
465000,3,100,1976
1215000,3,112,2005
400000,3,110,1987
680000,3,137,1999
955000,3,160,1950
220000,3,80,1986
766000,4,180,2004
530000,4,191,2004
1200000,4,280,2007
850000,4,189,2012
280000,3,118,1992
320000,3,87,2007
1605000,5,450,2009
365000,3,96,1955
730000,3,126,1988
380000,3,110,1988
555000,3,113,1989
375000,3,95,1990
685000,4,165,1998
790000,3,127,1995
607000,3,160,2002
615000,3,164,1992
650000,3,131,1999
768000,3,125,1990
360000,3,94,2007
456000,3,114,1992
1148000,4,260,1997
1175000,3,242,2009
357500,3,95,2007
660000,4,159,1984
385000,3,94,2015
420000,4,175,2016
507500,4,154,1950
470000,4,135,1987
475000,3,156,2011
523500,4,138,1985
500000,3,102,1979
565000,4,209,2014
315000,4,170,1999
530000,3,99,1950
950000,4,245,2010
755000,4,220,1976
417000,4,190,2005
500000,3,131,1975
400000,3,121,1972
525000,3,145,2009
400000,4,135,1999
441000,4,180,2001
400000,3,120,1989
610000,3,110,1982
660000,4,252,2008
550000,4,300,2008
305000,3,117,2010
640000,4,131,1976
866000,4,241,1995
1350000,5,545,1996
433000,3,160,2006
430000,4,171,2011
801000,4,300,2009
708000,5,320,2002
680000,4,200,1971
760000,5,188,1984
322500,3,98,1950
775000,4,370,2005
355000,3,85,1965
890000,4,223,2003
460000,4,222,2004
535000,4,187,2006
520000,4,188,2012
285000,2,108,2012
1740000,3,208,1945
460000,4,209,2001
290000,3,119,1974
735000,4,230,1990
430000,3,140,1976
500000,4,200,2003
390000,4,232,2007
860000,4,163,2014
535000,4,165,1996
480000,4,185,1984
540000,4,216,2010
1150000,3,175,2002
310000,3,170,2008
468500,2,73,1900
1275000,4,226,1981
580000,4,175,1997
950000,3,260,1955
680000,4,379,2007
1175000,4,246,1998
485000,4,131,2000
310000,3,129,2012
355501,3,92,1975
1055000,2,336,1932
725000,4,220,2006
750000,5,305,2008
392000,3,106,1966
1060000,4,193,1966
607500,4,229,2011
435000,4,152,1987
525000,4,262,1995
435000,4,194,2005
1185000,5,294,1981
445000,4,200,2005
180000,5,164,1992
385000,4,163,1991
370000,4,169,1978
875000,2,115,1950
670000,4,319,1975
475000,3,125,1963
840000,5,200,1985
442500,4,141,2003
460000,3,150,1994
585000,4,181,2004
1100000,4,229,2004
222500,2,93,1965
720000,4,220,1985
543000,4,168,1994
580000,4,250,2015
472500,3,278,2006
427000,4,158,1963
1825000,3,440,2014
665000,4,239,2007
1100000,4,321,1963
445000,3,150,2007
425000,4,148,1983
950000,6,344,2005
315000,3,121,1987
435000,4,200,2012
520000,4,219,2004
446000,3,266,2015
410000,4,202,2006
482000,4,182,2006
312000,3,120,1976
1080000,5,220,1995
420000,3,110,1976
149000,3,165,2015
695000,5,165,1975
435000,4,144,2002
215000,3,142,1988
465000,4,140,2013
255250,4,128,1985
565000,3,80,1956
1220128,5,337,2016
1530000,4,353,2008
870000,4,296,1998
1255000,3,127,1960
470000,4,209,1995
600000,3,78,1928
665000,4,296,2003
525000,4,193,1989
485000,4,159,1986
1400000,4,230,1978
321025,3,106,1973
208000,3,102,2016
583000,4,185,1983
700000,4,207,1980
335000,4,185,2004
312000,4,172,2006
480000,4,190,2006
840000,3,118,1945
1370000,4,281,1977
615000,4,226,2006
1375000,4,254,1972
832000,4,160,1995
430000,5,157,1974
435000,4,127,2011
1265000,6,436,1990
480000,5,251,1993
700000,4,231,1985
415000,4,106,1987
1403000,4,445,2011
920000,4,219,1994
499900,4,311,2014
1675000,4,329,2010
567000,4,190,2001
373200,4,105,1986
705000,4,261,2001
486500,4,237,2004
485000,4,224,2001
659000,4,220,1981
510000,3,104,1974
745000,4,248,1996
435000,4,172,2005
849000,4,292,2005
1922500,6,327,2015
650000,4,195,1986
480000,3,106,1967
315000,3,132,1975
424000,4,135,2007
315000,3,144,1996
790000,4,268,2005
455000,3,130,1970
840000,3,288,2010
455000,3,125,1961
450000,4,193,1970
570000,3,152,1972
410000,4,111,2000
420000,3,138,2013
855000,4,284,1984
565000,2,80,1910
520000,3,172,2011
1125000,3,210,1960
501000,4,179,2008
410000,4,148,2004
925000,3,116,1940
760000,4,153,1982
432500,4,157,1970
350000,3,100,1953
435000,3,177,1990
219000,1,168,2015
400000,4,142,2002
590000,3,171,1977
1150000,4,197,2000
1770000,4,409,2013
356000,3,93,1993
761000,4,127,1918
512000,4,219,2013
430000,4,160,2000
515000,4,220,1993
400000,3,150,2014
630000,4,177,1974
340000,3,130,1984
635000,3,183,2013
488000,3,155,1998
150000,4,132,1978
375000,4,195,2011
560000,4,186,1997
575000,4,166,1970
1650000,5,300,1999
330000,3,132,1994
400000,4,201,2014
390000,4,133,1992
470000,4,120,1999
685000,5,291,2001
950000,4,402,2004
470500,4,201,1998
507000,4,186,1996
570000,4,226,2011
680000,3,141,2006
1608000,5,300,1982
510000,4,146,1965
472500,5,175,1974
690000,5,330,2004
1030000,3,98,1950
825000,4,240,1995
330000,4,127,1987
850000,5,320,1988
442500,4,194,2014
750000,4,193,1991
1025000,4,337,1994
810000,4,227,2004
1250000,3,131,1930
310000,4,162,1997
638000,4,211,1979
590000,4,252,1995
475000,3,117,1995
610000,4,240,2008
540000,4,165,1999
532500,5,126,1978
325000,2,130,1983
780000,3,208,2002
560000,4,204,2007
1012500,3,133,1920
415000,4,229,1996
545000,4,217,2011
549000,4,157,1988
870000,4,239,1981
1500000,5,347,1996
527000,3,197,1984
655000,4,223,2009
435000,3,141,2015
435000,4,179,2002
960000,3,212,2008
610000,4,281,1995
629000,3,177,1951
485000,2,120,1946
1850000,4,305,2000
209000,4,221,1995
1210000,6,360,1995
383000,3,108,1999
325000,4,161,2013
598000,4,156,2013
390000,4,158,1993
587000,4,186,2015
480000,3,145,2004
645000,4,242,1989
380000,3,126,1988
360000,3,103,1960
630000,3,231,1985
476000,4,184,1996
339000,4,158,2005
875000,4,222,2002
400000,4,156,2001
330000,4,148,2006
532000,4,228,2007
310000,3,91,1958
635000,4,226,2007
345000,3,117,2010
478000,4,156,2000
860000,4,205,1999
1775000,5,222,1994
585000,4,224,2007
569000,3,135,1982
290000,3,108,2012
460000,4,189,2007
845000,4,271,2015
430000,4,136,1995
520000,4,225,2006
1335000,5,135,1950
445000,4,160,1998
508000,5,241,2004
425000,4,160,1993
710000,5,250,2009
972750,4,289,1988
455000,4,101,1992
395000,3,124,1977
510000,4,209,2005
422000,4,180,2000
250000,4,231,1999
429000,4,158,1987
805000,5,265,2014
820000,3,186,1980
475000,3,186,1999
1575000,4,250,1953
550000,5,198,1984
900000,4,200,1993
918000,3,200,1998
1070000,3,262,2013
469000,4,126,1977
285000,4,156,2004
990000,4,332,2015
490000,4,207,2005
1150000,3,210,2001
525000,4,104,1976
2375000,4,350,2009
610000,3,108,1965
415000,4,165,2010
262000,3,130,1971
140000,4,169,1983
1475000,4,321,1970
685000,4,197,2002
588000,3,110,1985
900000,4,218,1979
440000,4,184,1995
585000,4,217,2003
415000,3,175,1975
439000,4,166,2003
490000,4,181,2001
1725000,4,224,1993
560000,4,233,2007
701500,6,156,1990
625000,4,222,2012
510000,4,131,1984
545000,4,218,1999
690000,4,236,2015
572000,3,160,1967
1320000,4,221,1988
486000,4,201,2002
2010000,4,352,2001
675000,4,230,1998
650000,4,213,2006
1365000,4,307,2001
475000,4,152,2004
720000,4,181,1981
740000,4,255,1990
445000,4,138,1994
255000,5,127,1988
340000,3,100,2013
295000,3,170,1966
455000,4,227,2005
323000,4,141,1995
390000,3,115,1975
1250000,4,229,1935
255000,3,140,1969
608000,3,122,1984
420000,4,181,1978
439000,3,144,2004
1900000,4,341,2010
513000,4,202,2004
360000,4,180,2006
638000,4,196,2000
786000,4,152,1975
469000,4,210,2004
505000,4,211,2013
1225000,4,176,1955
415000,4,122,2001
210000,4,328,2006
520000,4,174,2014
550000,4,233,1998
449000,4,173,2008
520000,4,190,2001
355000,4,120,2010
400000,4,195,2003
425000,4,196,2002
1310000,4,275,1995
420000,3,96,1963
469000,4,178,1989
330000,3,128,2014
397000,4,157,2009
299000,3,106,1994
851000,4,316,1996
320000,4,113,1983
770000,4,180,1970
1500000,2,255,1940
340000,4,150,2008
885000,5,306,2006
810000,4,222,1988
290000,3,117,2012
640000,4,214,1989
550000,3,108,1958
242500,4,120,1973
455000,4,239,2007
610000,3,175,1978
499000,3,117,1999
651000,4,237,1998
450000,5,171,1985
475000,3,146,1977
410000,4,217,1995
950000,4,284,2000
429000,4,163,2002
1380000,4,273,1955
770000,4,224,1990
645000,5,267,1973
263000,4,146,2003
1020000,4,263,1996
570000,4,220,1973
475000,4,130,1999
318000,4,126,1995
170000,3,136,2015
576500,4,230,2007
624000,4,249,2008
205000,4,180,1994
681000,4,253,1975
535000,4,196,2010
335000,3,132,1991
278500,3,123,1998
505000,4,193,2004
1155000,4,287,1982
570000,3,124,1950
650000,4,237,2011
440000,3,113,1988
452000,4,194,1989
475000,3,149,2009
2039000,4,292,1988
472500,3,144,1985
627500,4,205,1999
670000,4,207,2003
260000,3,84,1963
200000,4,128,1979
222000,4,124,1992
1235000,4,290,1945
235000,3,75,1972
330000,4,124,1992
990000,4,289,1993
440000,4,178,1994
1130000,4,170,1930
410000,2,154,1946
600000,4,146,1985
575000,4,232,2014
412500,4,209,2007
207500,4,116,1996
2200000,3,249,2010
500000,3,161,2000
660000,4,193,1997
270000,4,139,1993
615000,4,267,2003
479000,4,162,2000
330000,4,143,1985
520000,4,233,2010
608000,4,120,1970
517000,3,104,1994
560000,4,193,2008
475000,4,219,1989
770000,3,231,2002
550000,4,216,2010
410000,4,153,2015
405000,4,209,2010
720000,4,255,2002
1140500,3,195,2002
490000,4,189,2004
1250000,4,246,2000
350000,4,155,2008
360000,3,131,1967
529000,4,206,2013
460000,4,137,1997
570000,3,146,1981
325000,3,142,2013
601000,6,400,1990
452000,4,236,2005
1125000,4,491,2010
499000,4,249,2015
700000,4,120,1976
855000,4,175,1970
383500,4,147,2006
285000,4,148,2013
210000,4,160,2016
510000,3,139,1973
567000,4,158,2003
440000,4,121,2002
790000,4,199,2006
655000,4,230,1969
525000,4,175,1996
1760000,5,210,1974
510000,4,226,2014
610000,5,208,1992
370000,4,180,2007
670000,5,220,1993
391000,3,109,1993
900000,5,296,1997
1600000,4,257,2006
780000,3,220,2012
2385000,5,625,2000
855000,4,228,2007
2090000,4,355,2010
745000,4,187,1998
603000,5,182,1981
785000,4,262,1989
520000,4,156,1994
220000,3,173,1981
536000,4,235,2005
470000,4,233,2005
358000,3,113,2012
525000,4,270,2003
625000,4,225,2006
605000,3,287,2004
475000,4,189,1993
560000,4,226,2010
605000,3,124,1905
600000,4,162,1998
346000,3,155,1973
2100000,5,344,2009
550500,4,199,2006
1350000,4,350,2010
630000,4,335,2013
850000,4,284,2003
1500000,4,164,1972
408500,4,147,1994
590000,4,116,1992
653000,3,105,1939
670000,4,150,1970
391000,3,88,1963
605000,4,214,1998
625000,3,90,1977
970000,4,348,2002
435000,3,168,1960
580000,3,112,1988
685000,3,161,1994
395000,3,144,2008
537000,4,149,1998
800000,3,205,2006
465000,4,160,1985
399500,4,131,2001
877000,4,151,1965
296125,4,119,2010
565000,4,252,2004
505000,4,173,2008
260000,3,86,1993
700000,4,239,2001
355000,4,138,2004
1575000,4,210,2004
472500,5,249,1997
1085000,4,337,2008
850000,4,295,2002
915000,4,229,1945
1240000,3,131,1925
360000,4,165,2007
910000,3,112,1960
1270000,4,231,2003
555000,4,178,2006
465000,4,123,1976
600000,4,251,2001
592000,4,221,1980
613000,4,180,1984
695000,4,195,2000
413000,4,137,1993
415000,4,204,1996
1325000,4,146,1937
705000,3,183,1947
420000,4,176,2015
380000,2,69,2004
400000,3,134,2008
340000,3,104,2008
405000,3,123,2002
450000,4,112,1994
159000,2,75,1995
329000,3,112,2001
325000,3,115,2010
605000,3,103,1998
540000,3,168,1994
560000,2,87,1990
448000,2,82,1987
425000,3,90,1985
480000,3,178,1960
475000,5,230,1975
445000,3,85,1978
775000,3,110,1946
1385000,5,221,1940
570000,4,200,1976
685000,5,286,2006
690000,4,90,1964
320000,4,253,2010
125000,3,216,2003
900000,5,320,2011
683000,4,233,2015
1605000,4,215,1925
400000,4,147,1970
455000,3,105,1986
935000,3,219,1980
335000,4,138,2000
1445000,5,200,1917
745000,4,230,2007
772000,4,150,1969
502500,3,90,1962
869100,5,275,2007
1555000,5,291,1941
400000,4,169,1975
575000,4,257,2010
950000,4,390,2010
585000,4,190,1970
525000,3,94,1998
1100000,3,125,2000
440000,4,164,2012
1275000,4,305,1979
440000,3,96,1989
392000,4,183,2013
695000,4,170,1982
1150000,5,346,2002
465000,3,144,1981
540000,4,180,1994
740000,4,208,2011
860000,4,195,1993
795000,3,104,1983
825000,4,198,2014
570000,4,120,1977
770000,3,163,1953
445000,4,226,2006
1250000,4,260,2000
450000,3,120,1968
850000,2,150,1933
725000,2,101,1942
865000,4,200,1961
428000,3,127,1990
430000,4,195,2006
680000,4,205,2007
950000,4,185,2001
850000,3,201,1993
750000,4,283,1995
